"genus","species","taxon","taxon_provided","log10_range","mass_g","source_mass","n","kingdom","phylum","class","order","family","taxonomy_source","gbif_confidence","gbif_status","gbif_family","gbif_order","species_changed"
"Macrovipera","Macrovipera schweizeri","Macrovipera_schweizeri","Macrovipera schweizeri",0.313443109174662,858.4,"Cai_etal_2025; Feldman_etal_2016; Myrhvold_2015",3,"Animalia","Chordata","Reptilia","Squamata","Viperidae","GBIF",99,"ACCEPTED","Viperidae",NA,FALSE
"Macruromys","Macruromys elegans","Macruromys_elegans","Macruromys elegans",0.0791440489697979,107,"Faurby_etal_2018; Myrhvold_2015",2,"Animalia","Chordata","Mammalia","Rodentia","Muridae","GBIF",99,"ACCEPTED","Muridae","Rodentia",FALSE
"Macruromys","Macruromys major","Macruromys_major","Macruromys major",0.00890419311273229,353.6,"Faurby_etal_2018; Jones_2009; Myrhvold_2015; Smith_2003",4,"Animalia","Chordata","Mammalia","Rodentia","Muridae","GBIF",99,"ACCEPTED","Muridae","Rodentia",FALSE
"Macruronus","Macruronus novaezelandiae","Macruronus_novaezelandiae","Macruronus novaezelandiae",0.928644091464332,3913,"AnAge; fishbase",2,"Animalia","Chordata","Actinopterygii","Gadiformes","Merlucciidae","GBIF",99,"ACCEPTED","Merlucciidae","Gadiformes",FALSE
"Madagascarophis","Madagascarophis colubrinus","Madagascarophis_colubrinus","Madagascarophis colubrinus",0.108584631149795,157.6,"Feldman_etal_2016; vertnet-traits-sept2016",2,"Animalia","Chordata","Reptilia","Squamata","Pseudoxyrhophiidae","GBIF",99,"ACCEPTED","Pseudoxyrhophiidae",NA,FALSE
"Madagascarophis","Madagascarophis fuchsi","Madagascarophis_fuchsi","Madagascarophis fuchsi",0,26,"Feldman_etal_2016",1,"Animalia","Chordata","Reptilia","Squamata","Pseudoxyrhophiidae","GBIF",99,"ACCEPTED","Pseudoxyrhophiidae",NA,FALSE
"Madagascarophis","Madagascarophis meridionalis","Madagascarophis_meridionalis","Madagascarophis meridionalis",0,101.5,"Feldman_etal_2016",1,"Animalia","Chordata","Reptilia","Squamata","Pseudoxyrhophiidae","GBIF",99,"ACCEPTED","Pseudoxyrhophiidae",NA,FALSE
"Madagascarophis","Madagascarophis ocellatus","Madagascarophis_ocellatus","Madagascarophis ocellatus",0,87.7,"Feldman_etal_2016",1,"Animalia","Chordata","Reptilia","Squamata","Pseudoxyrhophiidae","GBIF",99,"ACCEPTED","Pseudoxyrhophiidae",NA,FALSE
"Madanga","Madanga ruficollis","Madanga_ruficollis","Madanga ruficollis",0,15,"Wilman_etal_2014",1,"Animalia","Chordata","Aves","Passeriformes","Zosteropidae","GBIF",99,"ACCEPTED","Zosteropidae","Passeriformes",FALSE
"Madascincus","Madascincus ankodabensis","Madascincus_ankodabensis","Madascincus ankodabensis",0.0132037179605953,2.335,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Scincidae","GBIF",99,"ACCEPTED","Scincidae",NA,FALSE
"Madascincus","Madascincus arenicola","Madascincus_arenicola","Madascincus arenicola",0.000348846494469837,11.2,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Scincidae","GBIF",99,"ACCEPTED","Scincidae",NA,FALSE
"Madascincus","Madascincus igneocaudatus","Madascincus_igneocaudatus","Madascincus igneocaudatus",0.00219941864461263,9.676,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Scincidae","GBIF",99,"ACCEPTED","Scincidae",NA,FALSE
"Madascincus","Madascincus macrolepis","Madascincus_macrolepis","Madascincus macrolepis",0.0248965805286166,0.6805,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Scincidae","GBIF",99,"ACCEPTED","Scincidae",NA,FALSE
"Madascincus","Madascincus melanopleura","Madascincus_melanopleura","Madascincus melanopleura",0.000619977952401786,3.503,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Scincidae","GBIF",99,"ACCEPTED","Scincidae",NA,FALSE
"Madascincus","Madascincus miafina","Madascincus_miafina","Madascincus miafina",0,4.363,"Meiri_2018",1,"Animalia","Chordata","Reptilia","Squamata","Scincidae","GBIF",99,"ACCEPTED","Scincidae",NA,FALSE
"Madascincus","Madascincus minutus","Madascincus_minutus","Madascincus minutus",0.0818871394235497,1.766,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Scincidae","GBIF",99,"ACCEPTED","Scincidae",NA,FALSE
"Madascincus","Madascincus mouroundavae","Madascincus_mouroundavae","Madascincus mouroundavae",0.00273014216144938,7.477,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Scincidae","GBIF",99,"ACCEPTED","Scincidae",NA,FALSE
"Madascincus","Madascincus nanus","Madascincus_nanus","Madascincus nanus",0.201397124320451,0.518,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Scincidae","GBIF",99,"ACCEPTED","Scincidae",NA,FALSE
"Madascincus","Madascincus polleni","Madascincus_polleni","Madascincus polleni",0.000928283614266519,22.92,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Scincidae","GBIF",99,"ACCEPTED","Scincidae",NA,FALSE
"Madascincus","Madascincus pyrurus","Madascincus_pyrurus","Madascincus pyrurus",0,2.979,"Meiri_2018",1,"Animalia","Chordata","Reptilia","Squamata","Scincidae","GBIF",99,"ACCEPTED","Scincidae",NA,FALSE
"Madascincus","Madascincus stumpffi","Madascincus_stumpffi","Madascincus stumpffi",0.000449047036469517,32.88,"Feldman_etal_2016; Meiri_2018",2,"Animalia","Chordata","Reptilia","Squamata","Scincidae","GBIF",99,"ACCEPTED","Scincidae",NA,FALSE
"Madatyphlops","Madatyphlops andasibensis","Madatyphlops_andasibensis","Madatyphlops andasibensis",0,21.7,"Feldman_etal_2016",1,"Animalia","Chordata","Reptilia","Squamata","Typhlopidae","GBIF",99,"ACCEPTED","Typhlopidae",NA,FALSE
"Madatyphlops","Madatyphlops arenarius","Madatyphlops_arenarius","Madatyphlops arenarius",0,4.4,"Feldman_etal_2016",1,"Animalia","Chordata","Reptilia","Squamata","Typhlopidae","GBIF",99,"ACCEPTED","Typhlopidae",NA,FALSE
"Madatyphlops","Madatyphlops boettgeri","Madatyphlops_boettgeri","Madatyphlops boettgeri",0,4.8,"Feldman_etal_2016",1,"Animalia","Chordata","Reptilia","Squamata","Typhlopidae","GBIF",99,"ACCEPTED","Typhlopidae",NA,FALSE
"Madatyphlops","Madatyphlops comorensis","Madatyphlops_comorensis","Madatyphlops comorensis",0,6.5,"Feldman_etal_2016",1,"Animalia","Chordata","Reptilia","Squamata","Typhlopidae","GBIF",99,"ACCEPTED","Typhlopidae",NA,FALSE
"Madatyphlops","Madatyphlops decorsei","Madatyphlops_decorsei","Madatyphlops decorsei",0,176.9,"Feldman_etal_2016",1,"Animalia","Chordata","Reptilia","Squamata","Typhlopidae","GBIF",99,"ACCEPTED","Typhlopidae",NA,FALSE
"Madatyphlops","Madatyphlops domerguei","Lemuriatyphlops_domerguei","Lemuriatyphlops domerguei",0,1.9,"Feldman_etal_2016",1,"Animalia","Chordata","Reptilia","Squamata","Typhlopidae","GBIF",98,"SYNONYM","Typhlopidae",NA,TRUE
"Madatyphlops","Madatyphlops madagascariensis","Madatyphlops_madagascariensis","Madatyphlops madagascariensis",0,66.3,"Feldman_etal_2016",1,"Animalia","Chordata","Reptilia","Squamata","Typhlopidae","GBIF",99,"ACCEPTED","Typhlopidae",NA,FALSE
"Madatyphlops","Madatyphlops microcephalus","Lemuriatyphlops_microcephalus","Lemuriatyphlops microcephalus",0,5.6,"Feldman_etal_2016",1,"Animalia","Chordata","Reptilia","Squamata","Typhlopidae","GBIF",98,"SYNONYM","Typhlopidae",NA,TRUE
"Madatyphlops","Madatyphlops mucronatus","Madatyphlops_mucronatus","Madatyphlops mucronatus",0,46.6,"Feldman_etal_2016",1,"Animalia","Chordata","Reptilia","Squamata","Typhlopidae","GBIF",99,"ACCEPTED","Typhlopidae",NA,FALSE
"Madatyphlops","Madatyphlops ocularis","Madatyphlops_ocularis","Madatyphlops ocularis",0,22.2,"Feldman_etal_2016",1,"Animalia","Chordata","Reptilia","Squamata","Typhlopidae","GBIF",99,"ACCEPTED","Typhlopidae",NA,FALSE
"Madatyphlops","Madatyphlops rajeryi","Madatyphlops_rajeryi","Madatyphlops rajeryi",0,9.5,"Feldman_etal_2016",1,"Animalia","Chordata","Reptilia","Squamata","Typhlopidae","GBIF",99,"ACCEPTED","Typhlopidae",NA,FALSE
"Madatyphlops","Madatyphlops reuteri","Lemuriatyphlops_reuteri","Lemuriatyphlops reuteri",0,4.5,"Feldman_etal_2016",1,"Animalia","Chordata","Reptilia","Squamata","Typhlopidae","GBIF",98,"SYNONYM","Typhlopidae",NA,TRUE
"Madoqua","Madoqua guentheri","Madoqua_guentheri","Madoqua guentheri",0.273001272063738,5206,"AnAge; Ernest_2003; Faurby_etal_2018; Jones_2009; Myrhvold_2015; Quaardvark; Smith_2003; Tucker_etal_2014a; Tucker_etal_2014b",9,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","GBIF",99,"ACCEPTED","Bovidae","Artiodactyla",FALSE
"Madoqua","Madoqua kirkii","Madoqua_kirkii","Madoqua kirkii",0.101034773361093,4802,"AnAge; Cai_etal_2025; Ernest_2003; Faurby_etal_2018; Gillooly_etal_2016; Hirt_etal_2017; Jones_2009; Myrhvold_2015; Quaardvark; Smith_2003",11,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","GBIF",99,"ACCEPTED","Bovidae","Artiodactyla",FALSE
"Madoqua","Madoqua piacentinii","Madoqua_piacentinii","Madoqua piacentinii",0.113943352306837,2688,"Faurby_etal_2018; Jones_2009; Myrhvold_2015; Smith_2003",4,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","GBIF",99,"ACCEPTED","Bovidae","Artiodactyla",FALSE
"Madoqua","Madoqua saltiana","Madoqua_saltiana","Madoqua saltiana",0.11650890981107,3455,"Cai_etal_2025; Ernest_2003; Faurby_etal_2018; Jones_2009; Myrhvold_2015; Quaardvark; Smith_2003",7,"Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","GBIF",97,"ACCEPTED","Bovidae","Artiodactyla",FALSE
"Madoryx","Madoryx oiclus","Madoryx_oeclus","Madoryx oeclus",0,1.699,"Makarieva_2008",1,"Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","GBIF",93,"ACCEPTED","Sphingidae","Lepidoptera",TRUE
"Madromys","Madromys blanfordi","Cremnomys_blanfordi","Cremnomys blanfordi; Madromys blanfordi",1,77.55,"Ernest_2003; Faurby_etal_2018; Myrhvold_2015; Smith_2003",4,"Animalia","Chordata","Mammalia","Rodentia","Muridae","GBIF",98,"SYNONYM","Muridae","Rodentia",TRUE
"Maevia","Maevia inclemens","Maevia_vittata","Maevia vittata",0,0.007,"Brose_etal_2018",218,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","GBIF",98,"SYNONYM","Salticidae","Araneae",TRUE
"Magallana","Magallana ariakensis","Crassostrea_ariakensis","Crassostrea ariakensis",0,60,"Brose_etal_2018",38,"Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","GBIF",98,"SYNONYM","Ostreidae","Ostreida",TRUE
"Magallana","Magallana gigas","Magallana_gigas","Magallana gigas",0,173.1,"sealifebase",3,"Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","GBIF",99,"ACCEPTED","Ostreidae","Ostreida",FALSE
"Magellania","Magellania fragilis","Magellania_fragilis","Magellania fragilis",0,0.082,"Brose_etal_2018",2,"Animalia","Brachiopoda","Rhynchonellata","Terebratulida","Terebratellidae","GBIF",99,"ACCEPTED","Terebratellidae","Terebratulida",FALSE
"Magellania","Magellania joubini","Magellania_joubini","Magellania joubini",0,0.0022,"Brose_etal_2018",2,"Animalia","Brachiopoda","Rhynchonellata","Terebratulida","Terebratellidae","GBIF",99,"ACCEPTED","Terebratellidae","Terebratulida",FALSE
"Magliophis","Magliophis exiguus","Magliophis_exiguus","Magliophis exiguus",0,12.7,"Feldman_etal_2016",1,"Animalia","Chordata","Reptilia","Squamata","Colubridae","GBIF",99,"ACCEPTED","Colubridae",NA,FALSE
"Magliophis","Magliophis stahli","Magliophis_stahli","Magliophis stahli",0,35.1,"Feldman_etal_2016",1,"Animalia","Chordata","Reptilia","Squamata","Colubridae","GBIF",99,"ACCEPTED","Colubridae",NA,FALSE
"Magnisudis","Magnisudis prionosa","Magnisudis_prionosa","Magnisudis prionosa",0,500,"Raymond_2011",1,"Animalia","Chordata","Actinopterygii","Aulopiformes","Paralepididae","GBIF",99,"ACCEPTED","Paralepididae","Aulopiformes",FALSE
"Magumma","Magumma parva","Hemignathus_parvus","Hemignathus parvus; Magumma parva; Viridonia parva",0.0489905116852911,9.618,"AnAge; Cai_etal_2025; Lislevand_etal_2007; Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016; vertnet-traits-sept2016",8,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","GBIF",98,"SYNONYM","Fringillidae","Passeriformes",TRUE
"Maja","Maja brachydactyla","Maja_brachydactyla","Maja brachydactyla",0,629,"Castro_2025",1,"Animalia","Arthropoda","Malacostraca","Decapoda","Majidae","GBIF",99,"ACCEPTED","Majidae","Decapoda",FALSE
"Makaira","Makaira mazara","Makaira_mazara","Makaira mazara",0,392500,"fishbase",2,"Animalia","Chordata","Actinopterygii","Perciformes","Istiophoridae","GBIF",99,"ACCEPTED","Istiophoridae","Perciformes",FALSE
"Makaira","Makaira nigricans","Makaira_nigricans","Makaira nigricans",0,43290,"Varghese_2014",1,"Animalia","Chordata","Actinopterygii","Perciformes","Istiophoridae","GBIF",97,"ACCEPTED","Istiophoridae","Perciformes",FALSE
"Makalata","Makalata didelphoides","Makalata_didelphoides","Makalata didelphoides; Makalata armata; Echimys armatus",0.31422142980102,311.1,"AnAge; Cai_etal_2025; Ernest_2003; Faurby_etal_2018; Jones_2009; Myrhvold_2015; Smith_2003; vertnet-traits-sept2016",13,"Animalia","Chordata","Mammalia","Rodentia","Echimyidae","GBIF",98,"ACCEPTED","Echimyidae","Rodentia",TRUE
"Makalata","Makalata grandis","Toromys_grandis","Toromys grandis; Makalata grandis",2.97462992630344e-06,584,"Cai_etal_2025; Faurby_etal_2018; Jones_2009; Myrhvold_2015; Smith_2003",5,"Animalia","Chordata","Mammalia","Rodentia","Echimyidae","GBIF",98,"SYNONYM","Echimyidae","Rodentia",TRUE
"Makalata","Makalata macrura","Makalata_macrura","Makalata macrura",0.663249560609886,370.3,"Cai_etal_2025; Faurby_etal_2018; Jones_2009; Myrhvold_2015; Smith_2003",6,"Animalia","Chordata","Mammalia","Rodentia","Echimyidae","GBIF",99,"ACCEPTED","Echimyidae","Rodentia",FALSE
"Makalata","Makalata obscura","Makalata_obscura","Makalata obscura; Makalata obscurus",4.02126382014772e-06,108,"Faurby_etal_2018; Jones_2009; Myrhvold_2015; Smith_2003",4,"Animalia","Chordata","Mammalia","Rodentia","Echimyidae","GBIF",96,"ACCEPTED","Echimyidae","Rodentia",TRUE
"Makalata","Makalata occasius","Pattonomys_occasius","Pattonomys occasius; Makalata occasius",0.232199062158817,218.8,"Faurby_etal_2018; Myrhvold_2015",2,"Animalia","Chordata","Mammalia","Rodentia","Echimyidae","GBIF",98,"SYNONYM","Echimyidae","Rodentia",TRUE
"Makalata","Makalata rhipidura","Toromys_rhipidurus","Toromys rhipidurus; Makalata rhipidura; Makalata rhipidurus",0,315,"Cai_etal_2025; Faurby_etal_2018; Jones_2009; Myrhvold_2015; Smith_2003",5,"Animalia","Chordata","Mammalia","Rodentia","Echimyidae","GBIF",96,"SYNONYM","Echimyidae","Rodentia",TRUE
"Malacanthus","Malacanthus brevirostris","Malacanthus_brevirostris","Malacanthus brevirostris",0,61.16,"fishbase",1,"Animalia","Chordata","Actinopterygii","Perciformes","Malacanthidae","GBIF",99,"ACCEPTED","Malacanthidae","Perciformes",FALSE
"Malacanthus","Malacanthus plumieri","Malacanthus_plumieri","Malacanthus plumieri",0.550521459515185,721.5,"Brose_etal_2018; Mahe_2023",43,"Animalia","Chordata","Actinopterygii","Perciformes","Malacanthidae","GBIF",99,"ACCEPTED","Malacanthidae","Perciformes",FALSE
"Malaclemys","Malaclemys terrapin","Malaclemys_terrapin","Malaclemys terrapin",0.247659692421577,683.4,"AnAge; Brose_etal_2018; Cai_etal_2025; Myrhvold_2015; Quaardvark",107,"Animalia","Chordata","Testudines","Testudines","Emydidae","GBIF",99,"ACCEPTED","Emydidae",NA,FALSE
"Malacochersus","Malacochersus tornieri","Malacochersus_tornieri","Malacochersus tornieri",0.0636438514583268,422.1,"Cai_etal_2025; Myrhvold_2015",2,"Animalia","Chordata","Testudines","Testudines","Testudinidae","GBIF",99,"ACCEPTED","Testudinidae",NA,FALSE
"Malacocincla","Malacocincla abbotti","Malacocincla_abbotti","Malacocincla abbotti",0.0571652551641894,25.27,"Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016; vertnet-traits-sept2016",5,"Animalia","Chordata","Aves","Passeriformes","Pellorneidae","GBIF",99,"ACCEPTED","Pellorneidae","Passeriformes",FALSE
"Malacocincla","Malacocincla cinereiceps","Malacocincla_cinereiceps","Malacocincla cinereiceps; Trichastoma cinereiceps",0.0791812460476247,22.18,"Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016; vertnet-traits-sept2016",7,"Animalia","Chordata","Aves","Passeriformes","Pellorneidae","GBIF",98,"ACCEPTED","Pellorneidae","Passeriformes",TRUE
"Malacocincla","Malacocincla malaccensis","Malacocincla_malaccensis","Malacocincla malaccensis",0.035749545099151,20.65,"Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016; vertnet-traits-sept2016",6,"Animalia","Chordata","Aves","Passeriformes","Pellorneidae","GBIF",99,"ACCEPTED","Pellorneidae","Passeriformes",FALSE
"Malacocincla","Malacocincla perspicillata","Malacocincla_perspicillata","Malacocincla perspicillata",0,26.23,"Wilman_etal_2014",1,"Animalia","Chordata","Aves","Passeriformes","Pellorneidae","GBIF",99,"ACCEPTED","Pellorneidae","Passeriformes",FALSE
"Malacocincla","Malacocincla sepiaria","Malacocincla_sepiaria","Malacocincla sepiaria",0.0562189986547599,26.76,"Myrhvold_2015; Wilman_etal_2014; vertnet-aves-sept2016",4,"Animalia","Chordata","Aves","Passeriformes","Pellorneidae","GBIF",99,"ACCEPTED","Pellorneidae","Passeriformes",FALSE
"Malacocottus","Malacocottus gibber","Malacocottus_gibber","Malacocottus gibber",0,1.9,"Pauly_2024",1,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Psychrolutidae","GBIF",99,"ACCEPTED","Psychrolutidae","Scorpaeniformes",FALSE
"Malacocottus","Malacocottus kincaidi","Malacocottus_kincaidi","Malacocottus kincaidi",0,14.1,"Pauly_2024",1,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Psychrolutidae","GBIF",99,"ACCEPTED","Psychrolutidae","Scorpaeniformes",FALSE
"Malacocottus","Malacocottus zonurus","Malacocottus_zonurus","Malacocottus zonurus",0,1240,"fishbase",1,"Animalia","Chordata","Actinopterygii","Scorpaeniformes","Psychrolutidae","GBIF",99,"ACCEPTED","Psychrolutidae","Scorpaeniformes",FALSE
"Malacoctenus","Malacoctenus delalandii","Malacoctenus_delalandii","Malacoctenus delalandii",0,0.01,"Brose_etal_2018",8,"Animalia","Chordata","Actinopterygii","Perciformes","Labrisomidae","GBIF",99,"ACCEPTED","Labrisomidae","Perciformes",FALSE
"Malacoctenus","Malacoctenus ebisui","Malacoctenus_ebisui","Malacoctenus ebisui",0,0.3,"Pauly_2024",1,"Animalia","Chordata","Actinopterygii","Perciformes","Labrisomidae","GBIF",99,"ACCEPTED","Labrisomidae","Perciformes",FALSE
"Malacoctenus","Malacoctenus gigas","Malacoctenus_gigas","Malacoctenus gigas",0,0.1,"Pauly_2024",1,"Animalia","Chordata","Actinopterygii","Perciformes","Labrisomidae","GBIF",99,"ACCEPTED","Labrisomidae","Perciformes",FALSE
"Malacoctenus","Malacoctenus gilli","Malacoctenus_gilli","Malacoctenus gilli",0,2.3,"Pauly_2024",1,"Animalia","Chordata","Actinopterygii","Perciformes","Labrisomidae","GBIF",99,"ACCEPTED","Labrisomidae","Perciformes",FALSE
"Malacoctenus","Malacoctenus zacae","Malacoctenus_zacae","Malacoctenus zacae",0,0.7,"Pauly_2024",1,"Animalia","Chordata","Actinopterygii","Perciformes","Labrisomidae","GBIF",99,"ACCEPTED","Labrisomidae","Perciformes",FALSE
"Malacoctenus","Malacoctenus zonifer","Malacoctenus_zonifer","Malacoctenus zonifer",0,3.5,"Pauly_2024",1,"Animalia","Chordata","Actinopterygii","Perciformes","Labrisomidae","GBIF",99,"ACCEPTED","Labrisomidae","Perciformes",FALSE
"Malacoctenus","Malacoctenus zonogaster","Malacoctenus_zonogaster","Malacoctenus zonogaster",0,5.1,"Pauly_2024",1,"Animalia","Chordata","Actinopterygii","Perciformes","Labrisomidae","GBIF",99,"ACCEPTED","Labrisomidae","Perciformes",FALSE
"Malacomys","Malacomys cansdalei","Malacomys_cansdalei","Malacomys cansdalei",0.129381218724662,83.32,"Faurby_etal_2018; Myrhvold_2015",2,"Animalia","Chordata","Mammalia","Rodentia","Muridae","GBIF",99,"ACCEPTED","Muridae","Rodentia",FALSE
"Malacomys","Malacomys edwardsi","Malacomys_edwardsi","Malacomys edwardsi",0.0968282942229996,68.36,"Faurby_etal_2018; Jones_2009; Myrhvold_2015; Smith_2003",4,"Animalia","Chordata","Mammalia","Rodentia","Muridae","GBIF",99,"ACCEPTED","Muridae","Rodentia",FALSE
"Malacomys","Malacomys longipes","Malacomys_longipes","Malacomys longipes",0.000181675167637175,95.62,"Faurby_etal_2018; Jones_2009; Myrhvold_2015; Smith_2003",4,"Animalia","Chordata","Mammalia","Rodentia","Muridae","GBIF",99,"ACCEPTED","Muridae","Rodentia",FALSE
"Malaconotus","Malaconotus alius","Malaconotus_alius","Malaconotus alius",0,81.91,"Wilman_etal_2014",1,"Animalia","Chordata","Aves","Passeriformes","Malaconotidae","GBIF",99,"ACCEPTED","Malaconotidae","Passeriformes",FALSE
