Species,Endo.vs..Ecto,Mass..kg.,Dive.duration..min.,Maximum.dive.duration..min.,Temperature,Remarks,Literature.source,selected,Treenames
Eretmochelys imbricata,Ectotherm,77.000000000000000000,42.17,NA,NA,night,"Storch, S., R.P. Wilson, Z.M. Hillis-Starr & D. Adelung (2005) Cold-blooded divers: temperature-dependent dive performance in the wild hawksbill turtle Eretmochelys imbricata. Mar. Ecol. Progr. Ser. 293: 263-271.",0,
Eretmochelys imbricata,Ectotherm,77.000000000000000000,49.99,NA,NA,night,"Storch, S., R.P. Wilson, Z.M. Hillis-Starr & D. Adelung (2005) Cold-blooded divers: temperature-dependent dive performance in the wild hawksbill turtle Eretmochelys imbricata. Mar. Ecol. Progr. Ser. 293: 263-271.",0,
Eretmochelys imbricata,Ectotherm,77.000000000000000000,67,NA,NA,night eI048,"Storch, S., R.P. Wilson, Z.M. Hillis-Starr & D. Adelung (2005) Cold-blooded divers: temperature-dependent dive performance in the wild hawksbill turtle Eretmochelys imbricata. Mar. Ecol. Progr. Ser. 293: 263-271.",0,
Eretmochelys imbricata,Ectotherm,77.000000000000000000,25,NA,NA,night eI048,"Storch, S., R.P. Wilson, Z.M. Hillis-Starr & D. Adelung (2005) Cold-blooded divers: temperature-dependent dive performance in the wild hawksbill turtle Eretmochelys imbricata. Mar. Ecol. Progr. Ser. 293: 263-271.",0,
Eretmochelys imbricata,Ectotherm,80.500000000000000000,38,NA,NA,night eI132,"Storch, S., R.P. Wilson, Z.M. Hillis-Starr & D. Adelung (2005) Cold-blooded divers: temperature-dependent dive performance in the wild hawksbill turtle Eretmochelys imbricata. Mar. Ecol. Progr. Ser. 293: 263-271.",0,
Eretmochelys imbricata,Ectotherm,80.500000000000000000,72,NA,NA,night eI132,"Storch, S., R.P. Wilson, Z.M. Hillis-Starr & D. Adelung (2005) Cold-blooded divers: temperature-dependent dive performance in the wild hawksbill turtle Eretmochelys imbricata. Mar. Ecol. Progr. Ser. 293: 263-271.",0,
Eretmochelys imbricata,Ectotherm,72.500000000000000000,52,NA,NA,night eI280,"Storch, S., R.P. Wilson, Z.M. Hillis-Starr & D. Adelung (2005) Cold-blooded divers: temperature-dependent dive performance in the wild hawksbill turtle Eretmochelys imbricata. Mar. Ecol. Progr. Ser. 293: 263-271.",0,
Eretmochelys imbricata,Ectotherm,72.500000000000000000,38,NA,NA,night eI280,"Storch, S., R.P. Wilson, Z.M. Hillis-Starr & D. Adelung (2005) Cold-blooded divers: temperature-dependent dive performance in the wild hawksbill turtle Eretmochelys imbricata. Mar. Ecol. Progr. Ser. 293: 263-271.",0,
Erignathus barbatus females,Endotherm,380.000000000000000000,1.8,9.2,37.2,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Krafft, B., C. Lydersen, K.M. Kovacs, I. Gjertz, & T. Haug (2000) Diving behaviour of lactating bearded seals (Erignathus barbatus) in the Svalbard area. Can. J. Zool. 78: 1408-1418.",0,
Erignathus barbatus females,Endotherm,266.000000000000000000,1.5,9.7,37.2,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Krafft, B., C. Lydersen, K.M. Kovacs, I. Gjertz, & T. Haug (2000) Diving behaviour of lactating bearded seals (Erignathus barbatus) in the Svalbard area. Can. J. Zool. 78: 1408-1418.",0,
Erignathus barbatus females,Endotherm,300.000000000000000000,2,16.5,37.2,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Krafft, B., C. Lydersen, K.M. Kovacs, I. Gjertz, & T. Haug (2000) Diving behaviour of lactating bearded seals (Erignathus barbatus) in the Svalbard area. Can. J. Zool. 78: 1408-1418.",0,
Erignathus barbatus females,Endotherm,365.000000000000000000,2.7,18.7,37.2,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Krafft, B., C. Lydersen, K.M. Kovacs, I. Gjertz, & T. Haug (2000) Diving behaviour of lactating bearded seals (Erignathus barbatus) in the Svalbard area. Can. J. Zool. 78: 1408-1418.",0,
Erignathus barbatus Juveniles,Endotherm,85.070000000000000000,NA,15,37.2,"temperature value from: Clarke A, and Rothery P. 2008. Scaling of body temperature in mammals and birds. Functional Ecology 22:58-67. ","Gjertz, I., D. Griffiths, B.A. Krafft, C. Lydersen &  ù. Wiig (2001) Diving and haul-out patterns of walruses Odobenus rosmarus on Svalbard. Polar Biol. 24: 314-319.",0,
Eschrichtus robustus,Endotherm,31800.000000000000000000,3.35,NA,36.5,"temperature value from: Morrison, P. (1962). Body temperatures in some Australian mammals. III. Cetacea (Megaptera). The Biological Bulletin, 123(1), 154-169.","Wursig, B., R.S. Wells & D.A. Croll (1986) Behavior of gray whales summering near St. Lawrence Island, Bering Sea. Can. J. Zool. 64: 611-621.",0,
Eschrichtus robustus,Endotherm,31800.000000000000000000,2.98,NA,36.5,"temperature value from: Morrison, P. (1962). Body temperatures in some Australian mammals. III. Cetacea (Megaptera). The Biological Bulletin, 123(1), 154-169.","Wursig, B., R.S. Wells & D.A. Croll (1986) Behavior of gray whales summering near St. Lawrence Island, Bering Sea. Can. J. Zool. 64: 611-621.",0,
Eudyptes chrysocome,Endotherm,2.650000000000000000,1.033,2.333,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Pu?tz, K., A. Raya Rey, N. Huin, A. Schiavini, A. Pu?tz & B.H. Lu?thi (2006) Diving characteristics of southern rockhopper penguins (Eudyptes c. chrysocome) in the southwest Atlantic. Mar. Biol. 149: 125-137.",0,
Eudyptes chrysocome,Endotherm,2.650000000000000000,1.172,2.55,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Pu?tz, K., A. Raya Rey, N. Huin, A. Schiavini, A. Pu?tz & B.H. Lu?thi (2006) Diving characteristics of southern rockhopper penguins (Eudyptes c. chrysocome) in the southwest Atlantic. Mar. Biol. 149: 125-137.",0,
Eudyptes chrysocome,Endotherm,2.650000000000000000,1.317,2.733,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Schiavini A, Raya Rey A (2004) Long days, long trips: foraging ecology of female rockhopper penguins Eudyptes chrysocome chrysocome at Tierra del Fuego. Marine Ecology Progress Series 275: 251?262",0,
Eudyptes chrysocome,Endotherm,2.650000000000000000,1.457,2.95,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Tremblay, Y. & Y. Cherel (2003) Geographic variation in the foraging behaviour, diet and chick growth of rockhopper penguins. Mar. Ecol. Prog. Ser. 251: 279-297.",0,
Eudyptes chrysocome,Endotherm,2.650000000000000000,1.195,3.067,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Pu?tz, K., A. Raya Rey, N. Huin, A. Schiavini, A. Pu?tz & B.H. Lu?thi (2006) Diving characteristics of southern rockhopper penguins (Eudyptes c. chrysocome) in the southwest Atlantic. Mar. Biol. 149: 125-137.",0,
Eudyptes chrysocome,Endotherm,2.650000000000000000,0.975,3.15,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Pu?tz, K., A. Raya Rey, N. Huin, A. Schiavini, A. Pu?tz & B.H. Lu?thi (2006) Diving characteristics of southern rockhopper penguins (Eudyptes c. chrysocome) in the southwest Atlantic. Mar. Biol. 149: 125-137.",0,
Eudyptes chrysocome,Endotherm,2.650000000000000000,1.697,3.167,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Tremblay, Y. & Y. Cherel (2003) Geographic variation in the foraging behaviour, diet and chick growth of rockhopper penguins. Mar. Ecol. Prog. Ser. 251: 279-297.",0,
Eudyptes chrysocome,Endotherm,2.650000000000000000,1.65,NA,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Tremblay, Y. & Y. Cherel (2000) Benthic and pelagic dives: a new foraging behaviour in Rockhopper Penguins. Mar. Ecol. Prog. Ser. 204: 257-267.",0,
Eudyptes chrysocome,Endotherm,2.650000000000000000,1.483,NA,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Tremblay, Y. & Y. Cherel (2000) Benthic and pelagic dives: a new foraging behaviour in Rockhopper Penguins. Mar. Ecol. Prog. Ser. 204: 257-267.",0,
Eudyptes chrysolophus,Endotherm,3.600000000000000000,1.427,2.367,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Green, J.A., P.J. Butler, A.J. Woakes & I.L. Boyd (2003) Energetics of diving in Macaroni penguins. J. Exp. Biol. 206: 43-57.",0,
Eudyptes chrysolophus,Endotherm,3.400000000000000000,1.392,2.6,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Green, J.A., P.J. Butler, A.J. Woakes & I.L. Boyd (2003) Energetics of diving in Macaroni penguins. J. Exp. Biol. 206: 43-57.",0,
Eudyptes chrysolophus,Endotherm,3.800000000000000000,1.392,2.633,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Sato, K., J.B. Charrassin, C.A. Bost & Y. Naito (2004) Why do macaroni penguins choose shallow body angles that result in longer descent and ascent durations? J. Exp. Biol. 207: 4057-4065.",0,
Eudyptes chrysolophus,Endotherm,3.400000000000000000,1.475,2.717,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Sato, K., J.B. Charrassin, C.A. Bost & Y. Naito (2004) Why do macaroni penguins choose shallow body angles that result in longer descent and ascent durations? J. Exp. Biol. 207: 4057-4065.",0,
Eudyptes chrysolophus,Endotherm,3.100000000000000000,1.59,2.733,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Green, J.A., P.J. Butler, A.J. Woakes & I.L. Boyd (2003) Energetics of diving in Macaroni penguins. J. Exp. Biol. 206: 43-57.",0,
Eudyptes chrysolophus,Endotherm,3.000000000000000000,1.332,2.75,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Sato, K., J.B. Charrassin, C.A. Bost & Y. Naito (2004) Why do macaroni penguins choose shallow body angles that result in longer descent and ascent durations? J. Exp. Biol. 207: 4057-4065.",0,
Eudyptes chrysolophus,Endotherm,3.300000000000000000,1.755,2.783,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Sato, K., J.B. Charrassin, C.A. Bost & Y. Naito (2004) Why do macaroni penguins choose shallow body angles that result in longer descent and ascent durations? J. Exp. Biol. 207: 4057-4065.",0,
Eudyptes chrysolophus,Endotherm,3.900000000000000000,1.468,2.8,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Green, J.A., P.J. Butler, A.J. Woakes & I.L. Boyd (2003) Energetics of diving in Macaroni penguins. J. Exp. Biol. 206: 43-57.",0,
Eudyptes chrysolophus,Endotherm,3.000000000000000000,2.057,2.817,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Sato, K., J.B. Charrassin, C.A. Bost & Y. Naito (2004) Why do macaroni penguins choose shallow body angles that result in longer descent and ascent durations? J. Exp. Biol. 207: 4057-4065.",0,
Eudyptes chrysolophus,Endotherm,3.800000000000000000,1.338,2.867,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Green, J.A., P.J. Butler, A.J. Woakes & I.L. Boyd (2003) Energetics of diving in Macaroni penguins. J. Exp. Biol. 206: 43-57.",0,
Eudyptes chrysolophus,Endotherm,3.600000000000000000,1.33,2.9,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Green, J.A., P.J. Butler, A.J. Woakes & I.L. Boyd (2003) Energetics of diving in Macaroni penguins. J. Exp. Biol. 206: 43-57.",0,
Eudyptes chrysolophus,Endotherm,3.400000000000000000,1.463,2.9,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Green, J.A., P.J. Butler, A.J. Woakes & I.L. Boyd (2003) Energetics of diving in Macaroni penguins. J. Exp. Biol. 206: 43-57.",0,
Eudyptes chrysolophus,Endotherm,3.300000000000000000,1.408,2.967,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Green, J.A., P.J. Butler, A.J. Woakes & I.L. Boyd (2003) Energetics of diving in Macaroni penguins. J. Exp. Biol. 206: 43-57.",0,
Eudyptes chrysolophus,Endotherm,3.800000000000000000,1.143,3,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Green, J.A., P.J. Butler, A.J. Woakes & I.L. Boyd (2003) Energetics of diving in Macaroni penguins. J. Exp. Biol. 206: 43-57.",0,
Eudyptes chrysolophus,Endotherm,3.600000000000000000,1.672,3,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Green, J.A., P.J. Butler, A.J. Woakes & I.L. Boyd (2003) Energetics of diving in Macaroni penguins. J. Exp. Biol. 206: 43-57.",0,
Eudyptes chrysolophus,Endotherm,3.200000000000000000,2.01,3.017,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Sato, K., J.B. Charrassin, C.A. Bost & Y. Naito (2004) Why do macaroni penguins choose shallow body angles that result in longer descent and ascent durations? J. Exp. Biol. 207: 4057-4065.",0,
Eudyptes chrysolophus,Endotherm,4.000000000000000000,1.59,3.1,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Green, J.A., P.J. Butler, A.J. Woakes & I.L. Boyd (2003) Energetics of diving in Macaroni penguins. J. Exp. Biol. 206: 43-57.",0,
Eudyptes chrysolophus,Endotherm,3.100000000000000000,1.053,3.133,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Sato, K., J.B. Charrassin, C.A. Bost & Y. Naito (2004) Why do macaroni penguins choose shallow body angles that result in longer descent and ascent durations? J. Exp. Biol. 207: 4057-4065.",0,
Eudyptes chrysolophus,Endotherm,3.600000000000000000,1.685,3.167,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Sato, K., J.B. Charrassin, C.A. Bost & Y. Naito (2004) Why do macaroni penguins choose shallow body angles that result in longer descent and ascent durations? J. Exp. Biol. 207: 4057-4065.",0,
Eudyptes chrysolophus,Endotherm,,1.666666667,3.333333333,37.92,Mean from spheniscidae,"Hart T, Mann R, Coulson T, Pettorelli N, Trathan P. 2010. Behavioural switching in a central place forager: patterns of diving behaviour in the macaroni penguin (Eudyptes chrysolophus). Marine Biol 157:1543ñ1553",0,
Eudyptes chrysolophus,Endotherm,3.500000000000000000,NA,3.7,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Green K, R. Williams & M.G. Green (1998) Foraging ecology and diving behaviour of macaroni penguins Eudyptes chrysolophus at Heard Island. Marine Ornithology 26: 27-34.",0,
Eudyptes chrysolophus,Endotherm,3.300000000000000000,1.357,3.733,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Green, J.A., P.J. Butler, A.J. Woakes & I.L. Boyd (2003) Energetics of diving in Macaroni penguins. J. Exp. Biol. 206: 43-57.",0,
Eudyptes chrysolophus,Endotherm,3.500000000000000000,NA,3.8,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Green K, R. Williams & M.G. Green (1998) Foraging ecology and diving behaviour of macaroni penguins Eudyptes chrysolophus at Heard Island. Marine Ornithology 26: 27-34.",0,
Eudyptes chrysolophus,Endotherm,3.500000000000000000,1.545,6.28,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Croxall, J.P., D.R. Briggs, A. Kato, Y. Naito, Y. Watanuki & T.D. Williams (1993) Diving pattern and performance in the macaroni penguin Eudyptes chrysolophus. J. Zool. 230: 31?48.",0,
Eudyptes moseleyi,Endotherm,2.300000000000000000,0.95,2.8,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Cherel, Y., Y. Tremblay, E. Guinard & J.Y. Georges (1999) Diving behaviour of female northern rockhopper penguins, Eudyptes chrysocome moseleyi , during the breeding period at  Amsterdam Island (Southern Indian Ocean). Mar. Biol. 134: 375?385.",0,
Eudyptes moseleyi,Endotherm,2.500000000000000000,1.307,3.217,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Tremblay, Y. & Y. Cherel (2003) Geographic variation in the foraging behaviour, diet and chick growth of rockhopper penguins. Mar. Ecol. Prog. Ser. 251: 279-297.",0,
Eudyptes moseleyi,Endotherm,2.500000000000000000,0.335,NA,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Tremblay, Y. & Y. Cherel (1999) Synchronous underwater foraging behavior in penguins. Condor 101: 179-185.",0,
Eudyptes moseleyi,Endotherm,2.500000000000000000,0.977,NA,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Tremblay, Y. & Y. Cherel (1999) Synchronous underwater foraging behavior in penguins. Condor 101: 179-185.",0,
Eudyptula minor,Endotherm,1.205000000000000000,0.475,1.317,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Preston, T.J., Y. Ropert-Coudert, A. Kato, A. Chiaradia, P. Dann & R.D. Reina (2008) Foraging behaviour of little penguins Eudyptula minor in an artificially modified environment. Endangered Species Research 4: 95-103.",0,
Eudyptula minor,Endotherm,1.200000000000000000,0.355,1.467,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Bethge, P., S.Nicol, B.M. Culik & R.P. Wilson (1997) Diving behaviour and energetics in breeding Little Penguins (Eudyptula minor). J. Zool. 242: 483?502.",0,
Eudyptula minor,Endotherm,0.964000000000000000,0.343,NA,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Gales, R., C. Williams & D. Ritz (1990) Foraging behaviour of the little penguin: initial results and assessment of instrument effect. J. Zool. (Lond.) 220: 61-85.",0,
Eudyptula minor,Endotherm,1.205000000000000000,0.362,NA,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Gales, R., C. Williams & D. Ritz (1990) Foraging behaviour of the little penguin: initial results and assessment of instrument effect. J. Zool. (Lond.) 220: 61-85.",0,
Eudyptula minor,Endotherm,1.280000000000000000,0.522,NA,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Kato, A.. Y. Riopert-Coudert, D. Gremillet & B. Cannell (2006) Locomotion and foraging strategy in foot-propelled and wing-propelled shallow-diving seabirds. Mar. Ecol. Prog. Ser. 308: 293-301.",0,
Eudyptula minor,Endotherm,1.280000000000000000,0.748,NA,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Kato, A.. Y. Riopert-Coudert, D. Gremillet & B. Cannell (2006) Locomotion and foraging strategy in foot-propelled and wing-propelled shallow-diving seabirds. Mar. Ecol. Prog. Ser. 308: 293-301.",0,
Eudyptula minor,Endotherm,1.280000000000000000,0.592,NA,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Kato, A.. Y. Riopert-Coudert, D. Gremillet & B. Cannell (2006) Locomotion and foraging strategy in foot-propelled and wing-propelled shallow-diving seabirds. Mar. Ecol. Prog. Ser. 308: 293-301.",0,
Eudyptula minor,Endotherm,1.280000000000000000,0.618,NA,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Kato, A.. Y. Riopert-Coudert, D. Gremillet & B. Cannell (2006) Locomotion and foraging strategy in foot-propelled and wing-propelled shallow-diving seabirds. Mar. Ecol. Prog. Ser. 308: 293-301.",0,
Eudyptula minor,Endotherm,1.205000000000000000,0.593,NA,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Kato, A., Y. Ropert-Coudert & A. Chiaradia (2008) Regulation of trip duration by an inshore forager, the Little Penguin (Eudyptula minor), during Incubation. The Auk 125: 588-593.",0,
Eudyptula minor,Endotherm,1.205000000000000000,0.433,NA,37.92, temperature taken to be similar to the mean body temperature of Spheniscidae,"Kato, A., Y. Ropert-Coudert & A. Chiaradia (2008) Regulation of trip duration by an inshore forager, the Little Penguin (Eudyptula minor), during Incubation. The Auk 125: 588-593.",0,
